NAZWA,KATEGORIA
"Ceclor gran.do sporz.zaw.doust. 375 mg/5ml 100 ml (63,47 g)",Antybiotyk - probiotyk
"Ceclor gran.do sporz.zaw.doust. 375 mg/5ml 75 ml (47,6 g)",Antybiotyk - probiotyk
Ceclor MR tabl.powl.o przedł.uwaln. 375 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Ceclor MR tabl.powl.o przedł.uwaln. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Ceclor MR tabl.powl.o przedł.uwaln. 500 mg 14 tabl. (blist.),Antybiotyk - probiotyk
Ceclor MR tabl.powl.o przedł.uwaln. 750 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Cefox tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Cefox tabl.powl. 250 mg 14 tabl.,Antybiotyk - probiotyk
Cefox tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Cefox tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Cefuroxime Aurobindo tabl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Cefuroxime Aurobindo tabl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Cefuroxime Aurobindo tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Cefuroxime Aurobindo tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Cefuroxime Genoptim tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
"Ceroxim prosz.do sporz.zaw.doust. 125 mg/5ml 100 ml (88,2 g) (proszek)",Antybiotyk - probiotyk
"Ceroxim prosz.do sporz.zaw.doust. 125 mg/5ml 50 ml (46,2 g)",Antybiotyk - probiotyk
"Ceroxim prosz.do sporz.zaw.doust. 250 mg/5ml 100 ml (88,2 g) (proszek)",Antybiotyk - probiotyk
"Ceroxim prosz.do sporz.zaw.doust. 250 mg/5ml 50 ml (46,2 g)",Antybiotyk - probiotyk
"Ceroxim tabl. 0,25 g 10 tabl. (blister)",Antybiotyk - probiotyk
"Ceroxim tabl. 0,25 g 20 tabl. (2 blist.po 10 szt.)",Antybiotyk - probiotyk
"Ceroxim tabl. 0,5 g 10 tabl. (blister)",Antybiotyk - probiotyk
"Ceroxim tabl. 0,5 g 20 tabl. (2 blist.po 10 szt.)",Antybiotyk - probiotyk
Ceroxim tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Ceroxim tabl.powl. 250 mg 14 tabl.,Antybiotyk - probiotyk
Ceroxim tabl.powl. 250 mg 20 tabl.,Antybiotyk - probiotyk
Ceroxim tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Ceroxim tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Ceroxim tabl.powl. 500 mg 20 tabl.,Antybiotyk - probiotyk
Ciphin 500 tabl.powl. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Ciprinol koncent.do sporz.roztw.do infu 100 mg/10ml 5 amp. po 10 ml,Antybiotyk - probiotyk
Ciprinol tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Ciprinol tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Ciprobay 500 tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Ciprofloxacin Kabi 200 mg/100 ml roztw.do infuz. 200 mg/100ml 1 wor. po 100 ml,Antybiotyk - probiotyk
Ciprofloxacin Kabi 400 mg/200 ml roztw.do infuz. 2 mg/ml 20 but. po 200 ml,Antybiotyk - probiotyk
"Cipronex 0,3% (Proxacin 0,3%) krop.do oczu, roztw. 3 mg/ml 5 ml",Antybiotyk - probiotyk
Cipronex roztw.do infuz. 2 mg/ml 1 poj. po 100 ml,Antybiotyk - probiotyk
Cipronex roztw.do infuz. 2 mg/ml 1 poj. po 200 ml,Antybiotyk - probiotyk
Cipronex tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Cipronex tabl.powl. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Cipropol tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Cipropol tabl.powl. 500 mg 10 tabl. (2 blist. po 5 tabl.),Antybiotyk - probiotyk
Clindamycin Kabi rozt.do wst./konc.do sp.roz.do 150 mg/ml 5 amp. po 2 ml,Antybiotyk - probiotyk
Clindamycin Kabi rozt.do wst./konc.do sp.roz.do 150 mg/ml 5 amp. po 4 ml,Antybiotyk - probiotyk
Clindamycin MIP 300 tabl.powl. 300 mg 16 tabl. (2 blist. po 8 tabl.),Antybiotyk - probiotyk
Clindamycin MIP 600 tabl.powl. 600 mg 12 tabl. (2 blist. po 6 tabl.),Antybiotyk - probiotyk
Clindamycin MIP 600 tabl.powl. 600 mg 16 tabl. (2 blist. po 8 tabl.),Antybiotyk - probiotyk
Clindamycin MIP 600 tabl.powl. 600 mg 30 tabl. (5 blist. po 6 tabl.),Antybiotyk - probiotyk
Clindamycin MIP roztw.do wstrz.i infuz. 150 mg/ml 5 amp. po 4 ml,Antybiotyk - probiotyk
Clindanea tabl.powl. 600 mg 12 tabl.,Antybiotyk - probiotyk
Co-amoxiclav Bluefish tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Dalacin C gran.do sporz.syropu 75 mg/5ml 80 ml,Antybiotyk - probiotyk
Dalacin C kaps. 150 mg 16 kaps.,Antybiotyk - probiotyk
Dalacin C kaps. 300 mg 16 kaps. (2 blist. po 8 kaps.),Antybiotyk - probiotyk
Dalacin C kaps. 75 mg 16 kaps.,Antybiotyk - probiotyk
Dalacin C roztw.do wstrz.i infuz. 300 mg/2ml 1 amp. po 2 ml,Antybiotyk - probiotyk
"Damelium kaps.twarde 0,408 g 16 kaps.",Antybiotyk - probiotyk
"Damelium kaps.twarde 0,408 g 28 kaps.",Antybiotyk - probiotyk
Davercin tabl.powl. 250 mg 16 tabl. (blist.),Antybiotyk - probiotyk
Doxycyclinum Polfarmex kaps.twarde 100 mg 10 kaps.,Antybiotyk - probiotyk
Doxycyclinum TZF kaps. 100 mg 10 kaps. (2 blist. po 5 kaps.),Antybiotyk - probiotyk
Doxycyclinum TZF roztw.do infuz. 20 mg/ml 10 amp. po 5 ml,Antybiotyk - probiotyk
Duomox tabl. 1 g 20 tabl.,Antybiotyk - probiotyk
Duomox tabl. 250 mg 20 tabl. (4 blist. po 5 tabl.),Antybiotyk - probiotyk
Duomox tabl. 375 mg 20 tabl. (4 blist. po 5 tabl.),Antybiotyk - probiotyk
Duomox tabl. 500 mg 20 tabl. (4 blist. po 5 tabl.),Antybiotyk - probiotyk
Duomox tabl. 750 mg 20 tabl. (4 blist. po 5 tabl.),Antybiotyk - probiotyk
Efracea kaps.o zmod.uwaln.twarde 40 mg 28 kaps.,Antybiotyk - probiotyk
Erythromycinum TZF tabl.powl. 200 mg 16 tabl.,Antybiotyk - probiotyk
Floxitrat tabl.powl. 400 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Floxitrat tabl.powl. 400 mg 5 tabl. (1 blist. po 5 tabl.),Antybiotyk - probiotyk
Floxitrat tabl.powl. 400 mg 7 tabl. (blist.),Antybiotyk - probiotyk
Forcid 1000 tabl.do sporz.zaw.doust. 875mg+125mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
"Forcid 312 tabl.do sporz.zaw.doust. 250mg+62,5mg 20 tabl. (5 blist. po 4 tabl.)",Antybiotyk - probiotyk
Forcid 625 tabl.do sporz.zaw.doust. 500mg+125mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Fromilid 250 tabl.powl. 250 mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Fromilid 500 tabl.powl. 500 mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Fromilid 500 tabl.powl. 500 mg 28 tabl.,Antybiotyk - probiotyk
Fromilid gran.do sporz.zaw.doust. 125 mg/5ml 60 ml (25 g),Antybiotyk - probiotyk
Fromilid gran.do sporz.zaw.doust. 250 mg/5ml 60 ml (25 g),Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 14 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 14 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 14 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 14 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 14 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 5 tabl. (1 blist. po 5 tabl.),Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Fromilid Uno tabl.o zmod.uwaln. 500 mg 7 tabl. (blist.),Antybiotyk - probiotyk
Furocef tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Furocef tabl.powl. 250 mg 14 tabl.,Antybiotyk - probiotyk
Furocef tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Furocef tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Hiconcil combi prosz.do sporz.zaw.doust. (400mg+57mg)/5ml 14 g (but.),Antybiotyk - probiotyk
Hiconcil combi tabl.powl. 500mg+125mg 14 tabl.,Antybiotyk - probiotyk
Hiconcil combi tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Hiconcil kaps.twarde 250 mg 16 kaps.,Antybiotyk - probiotyk
Hiconcil kaps.twarde 500 mg 16 kaps.,Antybiotyk - probiotyk
Hiconcil prosz.do sporz.zaw.doust. 250 mg/5ml 100 ml,Antybiotyk - probiotyk
Klabax 125mg/5ml gran.do sporz.zaw.doust. 125 mg/5ml 100 ml,Antybiotyk - probiotyk
Klabax 125mg/5ml gran.do sporz.zaw.doust. 125 mg/5ml 60 ml (but.),Antybiotyk - probiotyk
Klabax 250mg/5ml gran.do sporz.zaw.doust. 250 mg/5ml 100 ml,Antybiotyk - probiotyk
Klabax 250mg/5ml gran.do sporz.zaw.doust. 250 mg/5ml 60 ml (but.),Antybiotyk - probiotyk
Klabax EC 125mg/5ml gran.do sporz.zaw.doust. 125 mg/5ml 100 ml,Antybiotyk - probiotyk
Klabax EC 125mg/5ml gran.do sporz.zaw.doust. 125 mg/5ml 60 ml,Antybiotyk - probiotyk
Klabax EC 250mg/5ml gran.do sporz.zaw.doust. 250 mg/5ml 100 ml,Antybiotyk - probiotyk
Klabax EC 250mg/5ml gran.do sporz.zaw.doust. 250 mg/5ml 60 ml,Antybiotyk - probiotyk
Klabax tabl.powl. 250 mg 14 tabl. (1 blist. po 14 tabl.),Antybiotyk - probiotyk
Klabax tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Klabax tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Klabax tabl.powl. 500 mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Klabax tabl.powl. 500 mg 20 tabl. (2 blist. po 10 tabl.),Antybiotyk - probiotyk
"Klabion tabl.powl. 0,25 g 10 tabl. (2 blist.po 5 szt.)",Antybiotyk - probiotyk
"Klabion tabl.powl. 0,25 g 14 tabl. (2 blist.po 7 szt.)",Antybiotyk - probiotyk
Klabion tabl.powl. 500 mg 10 tabl. (2 blist. po 5 tabl.),Antybiotyk - probiotyk
Klabion tabl.powl. 500 mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Klabion UNO tabl.powl.o przedł.uwaln. 500 mg 5 tabl.,Antybiotyk - probiotyk
Klabion UNO tabl.powl.o przedł.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klabiotic tabl.powl. 250 mg 20 tabl.,Antybiotyk - probiotyk
Klabiotic tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Klabiotic tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Klabiotic tabl.powl. 500 mg 20 tabl.,Antybiotyk - probiotyk
Klabiotic tabl.powl. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid gran.do sporz.zaw.doust. 125 mg/5ml 100 ml,Antybiotyk - probiotyk
Klacid gran.do sporz.zaw.doust. 125 mg/5ml 60 ml,Antybiotyk - probiotyk
Klacid gran.do sporz.zaw.doust. 250 mg/5ml 100 ml,Antybiotyk - probiotyk
Klacid gran.do sporz.zaw.doust. 250 mg/5ml 60 ml,Antybiotyk - probiotyk
Klacid tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Klacid tabl.powl. 250 mg 14 tabl. (1 blist. po 14 tabl.),Antybiotyk - probiotyk
Klacid tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o przedł.uwaln. 500 mg 5 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o przedł.uwaln. 500 mg 5 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 5 tabl. (1 blist. po 5 tabl.),Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl.,Antybiotyk - probiotyk
Klacid Uno tabl.o zmod.uwaln. 500 mg 7 tabl. (blist.),Antybiotyk - probiotyk
"Klacid Uno tabl.o zmodyf.uwal. 0,5 g 7 tabl.",Antybiotyk - probiotyk
"Klacid Uno tabl.o zmodyf.uwal. 0,5 g 7 tabl. (blister)",Antybiotyk - probiotyk
Klarmin tabl.powl. 250 mg 14 tabl.,Antybiotyk - probiotyk
Klarmin tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Klimicin kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Klimicin kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Klimicin roztw.do wstrz.i infuz. 300 mg/2ml 5 amp. po 2 ml,Antybiotyk - probiotyk
Klimicin roztw.do wstrz.i infuz. 600 mg/4ml 5 fiol. po 4 ml,Antybiotyk - probiotyk
Lekoklar forte tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Lekoklar forte tabl.powl. 500 mg 14 tabl.,Antybiotyk - probiotyk
Lekoklar Forte tabl.powl. 500 mg 14 tabl. (blist. Alu/PVC/PVDC),Antybiotyk - probiotyk
"Lekoklar gran.do sporz.zaw.doust. 125 mg/5ml 68,3 g (100 ml)",Antybiotyk - probiotyk
"Lekoklar gran.do sporz.zaw.doust. 250 mg/5ml 68,3 g (100 ml)",Antybiotyk - probiotyk
Lekoklar Mite tabl.powl. 250 mg 14 tabl. (blist. Alu/PVC/PVDC),Antybiotyk - probiotyk
Levalox tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Levalox tabl.powl. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Levofloxacin Aurovitas tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Levofloxacin Aurovitas tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Levofloxacin Genoptim (Levofloxacin Macleods) tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Levofloxacin Genoptim (Levofloxacin Macleods) tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Levofloxacin Kabi roztw.do infuz. 5 mg/ml 10 poj. po 50 ml,Antybiotyk - probiotyk
Levoxa roztw.do infuz. 5 mg/ml 5 fiol. po 100 ml,Antybiotyk - probiotyk
Levoxa tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Levoxa tabl.powl. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Macromax tabl.powl. 500 mg 3 tabl. (blist.),Antybiotyk - probiotyk
Macromax tabl.powl. 500 mg 6 tabl.,Antybiotyk - probiotyk
Macromax tabl.uleg.rozpad.w j.ust. 100 mg 3 tabl.,Antybiotyk - probiotyk
Macromax tabl.uleg.rozpad.w j.ust. 100 mg 6 tabl.,Antybiotyk - probiotyk
Macromax tabl.uleg.rozpad.w j.ust. 20 mg 12 tabl.,Antybiotyk - probiotyk
Macromax tabl.uleg.rozpad.w j.ust. 20 mg 9 tabl.,Antybiotyk - probiotyk
Moloxin tabl.powl. 400 mg 10 tabl.,Antybiotyk - probiotyk
Moloxin tabl.powl. 400 mg 5 tabl.,Antybiotyk - probiotyk
Moloxin tabl.powl. 400 mg 7 tabl.,Antybiotyk - probiotyk
Moxifloxacin Aurovitas tabl.powl. 400 mg 7 tabl.,Antybiotyk - probiotyk
Moxinea tabl.powl. 400 mg 7 tabl.,Antybiotyk - probiotyk
Nobaxin tabl.powl. 500 mg 2 tabl. (blist.),Antybiotyk - probiotyk
Nobaxin tabl.powl. 500 mg 3 tabl. (blist.),Antybiotyk - probiotyk
Nobaxin tabl.powl. 500 mg 6 tabl. (blist.),Antybiotyk - probiotyk
Oroflocina tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Oroflocina tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Ospamox 1000 mg tabl.powl. 1 g 20 tabl.,Antybiotyk - probiotyk
Ospamox 250 mg/5ml prosz.do sporz.zaw.doust. 250 mg/5ml 60 ml,Antybiotyk - probiotyk
Ospamox 500 mg/5ml prosz.do sporz.zaw.doust. 500 mg/5ml 100 ml,Antybiotyk - probiotyk
Ospamox 500 mg/5ml prosz.do sporz.zaw.doust. 500 mg/5ml 60 ml (but.),Antybiotyk - probiotyk
Ospamox 500mg tabl.powl. 500 mg 20 tabl.,Antybiotyk - probiotyk
Ospamox 750mg tabl.powl. 750 mg 20 tabl.,Antybiotyk - probiotyk
Ospamox gran.do sporz.zaw.doust. 250 mg/5ml 60 ml (24 g),Antybiotyk - probiotyk
"Ospamox prosz.do sporz.zaw.doust. 250 mg/5ml 6,6 g",Antybiotyk - probiotyk
Ospamox prosz.do sporz.zaw.doust. 500 mg/5ml 12 g (60 ml) (but.),Antybiotyk - probiotyk
Ospamox prosz.do sporz.zaw.doust. 500 mg/5ml 20 g (100 ml) (but.),Antybiotyk - probiotyk
Ospamox tabl.powl. 1 g 16 tabl.,Antybiotyk - probiotyk
Ospamox tabl.powl. 500 mg 16 tabl.,Antybiotyk - probiotyk
Ospamox tabl.powl. 750 mg 16 tabl.,Antybiotyk - probiotyk
Ospen 1000 tabl.powl. 1 000 000 I.U. 12 tabl.,Antybiotyk - probiotyk
Ospen 1000 tabl.powl. 1 000 000 I.U. 12 tabl.,Antybiotyk - probiotyk
Ospen 1000 tabl.powl. 1 000 000 I.U. 30 tabl.,Antybiotyk - probiotyk
Ospen 1500 tabl.powl. 1 500 000 I.U. 12 tabl.,Antybiotyk - probiotyk
Ospen 1500 tabl.powl. 1 500 000 I.U. 12 tabl.,Antybiotyk - probiotyk
Ospen 1500 tabl.powl. 1 500 000 I.U. 12 tabl.,Antybiotyk - probiotyk
Ospen 1500 tabl.powl. 1 500 000 I.U. 30 tabl.,Antybiotyk - probiotyk
Ospen 750 zaw.doust. 750 000 j.m./5ml 150 ml,Antybiotyk - probiotyk
Ospen 750 zaw.doust. 750 000 j.m./5ml 60 ml (but.),Antybiotyk - probiotyk
Penlac tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Penlac tabl.powl. 875mg+125mg 20 tabl.,Antybiotyk - probiotyk
Polamoklav tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Proxacin 1% koncent.do sporz.roztw.do infu 10 mg/ml 10 fiol. po 20 ml,Antybiotyk - probiotyk
Proxacin 250 tabl.powl. 250 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Proxacin 500 tabl.powl. 500 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Pylera kaps.twarde 140mg+125mg+125mg 120 kaps.,Antybiotyk - probiotyk
Pylera kaps.twarde 140mg+125mg+125mg 120 kaps.,Antybiotyk - probiotyk
Ramoclav tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Ramoclav tabl.powl. 875mg+125mg 14 tabl.,Antybiotyk - probiotyk
Ramoclav tabl.powl. 875mg+125mg 21 tabl.,Antybiotyk - probiotyk
Ramoclav tabl.powl. 875mg+125mg 21 tabl.,Antybiotyk - probiotyk
Rifamazid kaps.twarde 150mg+100mg 100 kaps.,Antybiotyk - probiotyk
Rifamazid kaps.twarde 300mg+150mg 100 kaps.,Antybiotyk - probiotyk
Rifampicyna kaps. 150 mg 100 kaps.,Antybiotyk - probiotyk
Rifampicyna TZF kaps.twarde 300 mg 100 kaps.,Antybiotyk - probiotyk
Rolicyn tabl.powl. 100 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Rolicyn tabl.powl. 150 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Rolicyn tabl.powl. 50 mg 10 tabl. (blist.),Antybiotyk - probiotyk
"Rovamycine tabl.powl. 1,5 mln.j.m. 16 tabl.",Antybiotyk - probiotyk
"Rovamycine tabl.powl. 1,5 mln.j.m. 16 tabl. (2 blist. po 8 tabl.)",Antybiotyk - probiotyk
Rovamycine tabl.powl. 3 mln.j.m. 10 tabl. (2 blist. po 5 tabl.),Antybiotyk - probiotyk
Rulid tabl.do sporz.zaw.doust. 50 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Rulid tabl.powl. 150 mg 10 tabl.,Antybiotyk - probiotyk
Sumamed forte prosz.do sporz.zaw.doust. 200 mg/5ml 20 ml (but.),Antybiotyk - probiotyk
Sumamed forte prosz.do sporz.zaw.doust. 200 mg/5ml 30 ml (but.),Antybiotyk - probiotyk
"Sumamed forte prosz.do sporz.zaw.doust. 200 mg/5ml 37,5 ml (but.)",Antybiotyk - probiotyk
Sumamed gran.do sporz.zaw.doust. 100 mg/5ml 20 ml (but.),Antybiotyk - probiotyk
Sumamed kaps.twarde 250 mg 6 kaps.,Antybiotyk - probiotyk
Sumamed tabl.do sporz.zaw.doust. 500 mg 3 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 125 mg 6 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 500 mg 2 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 500 mg 3 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 500 mg 3 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 500 mg 3 tabl.,Antybiotyk - probiotyk
Sumamed tabl.powl. 500 mg 6 tabl.,Antybiotyk - probiotyk
Syntarpen prosz.do sporz.roztw.do wstrz. 1 g 1 fiol.s.subs.,Antybiotyk - probiotyk
Syntarpen tabl.powl. 500 mg 16 tabl. (blist.),Antybiotyk - probiotyk
Tacefur tabl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Taclar tabl.powl. 500 mg 14 tabl. (blist.),Antybiotyk - probiotyk
Taromentin pr.do sporz.rozt.do wstrz./inf 1g+200mg 1 fiol.,Antybiotyk - probiotyk
Taromentin pr.do sporz.rozt.do wstrz./inf 500mg+100mg 1 fiol.,Antybiotyk - probiotyk
Taromentin prosz.do sporz.roztw.do wstrz. 2g+200mg 1 fiol.,Antybiotyk - probiotyk
"Taromentin prosz.do sporz.zaw.doust. (400mg+57mg)/5ml 140 ml (25,2 g)",Antybiotyk - probiotyk
"Taromentin prosz.do sporz.zaw.doust. (400mg+57mg)/5ml 35 ml (6,3 g)",Antybiotyk - probiotyk
"Taromentin prosz.do sporz.zaw.doust. (400mg+57mg)/5ml 70 ml (12,6 g)",Antybiotyk - probiotyk
Taromentin tabl.powl. 500mg+125mg 14 tabl.,Antybiotyk - probiotyk
Taromentin tabl.powl. 500mg+125mg 21 tabl.,Antybiotyk - probiotyk
Taromentin tabl.powl. 875mg+125mg 14 tabl. (2 blist. po 7 tabl.),Antybiotyk - probiotyk
Taromentin tabl.powl. 875mg+125mg 21 tabl. (3 blist. po 7 tabl.),Antybiotyk - probiotyk
Tarsime prosz.do sporz.roztw.do wstrz. 750 mg 1 fiol.s.subs.,Antybiotyk - probiotyk
Tarsime tabl.powl. 250 mg 10 tabl.,Antybiotyk - probiotyk
Tarsime tabl.powl. 500 mg 10 tabl.,Antybiotyk - probiotyk
Tetracyclinum TZF tabl.powl. 250 mg 16 tabl. (blist.),Antybiotyk - probiotyk
"Tetralysal kaps.twarde 0,3 g 16 kaps.",Antybiotyk - probiotyk
Tetralysal kaps.twarde 150 mg 16 kaps. (4 blist. po 4 kaps.),Antybiotyk - probiotyk
Tetralysal kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Tetralysal kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Tetralysal kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Tetralysal kaps.twarde 300 mg 16 kaps.,Antybiotyk - probiotyk
Unasyn pr.do sporz.rozt.do wstrz./inf 1g+500mg 1 fiol.,Antybiotyk - probiotyk
Unasyn pr.do sporz.rozt.do wstrz./inf 500mg+250mg 1 fiol.,Antybiotyk - probiotyk
Unasyn tabl.powl. 375 mg 12 tabl.,Antybiotyk - probiotyk
Unidox Solutab tabl.do sporz.zaw.doust. 100 mg 10 tabl. (blist.),Antybiotyk - probiotyk
Vercef gran.do sporz.zaw.doust. 250 mg/5ml 100 ml (50 g),Antybiotyk - probiotyk
"Vercef gran.do sporz.zaw.doust. 250 mg/5ml 75 ml (37,5 g)",Antybiotyk - probiotyk
Xifaxan gran.do sporz.zaw.doust. 100 mg/5ml 60 ml (but.),Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 12 tabl. (blist.),Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 14 tabl. (1 blist. po 14 tabl.),Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl.,Antybiotyk - probiotyk
Xifaxan tabl.powl. 200 mg 24 tabl. (2 blist. po 12 tabl.),Antybiotyk - probiotyk
